,gst (mol/m2s),tleaf(degC),par(micromol/m2),gblc(mol/m2s),An(micromol/m2s)
17876,0.10005,19.195,0.0,0.8417,-1.8425
17877,0.10005,17.633,0.0,0.74691,-1.7205
17878,0.10005,15.69,0.0,0.59661,-1.5801
17879,0.10005,15.194,0.0,0.65929,-1.5461
17880,0.10005,15.487,0.0,0.83147,-1.5661
17881,0.10005,15.517,0.0,0.95414,-1.5681
17882,0.10005,15.058,0.0,0.99797,-1.5369
17883,0.10005,14.678,0.0,1.0579,-1.5115
17884,0.10005,14.419,19.32,1.1268,-0.89647
17885,0.12064,15.388,193.2,1.2032,4.4493
17886,0.18027,17.426,528.08,1.1817,14.224
17887,0.27915,20.415,946.68,1.0082,28.262
17888,0.31653,23.072,1313.8,0.73069,33.236
17889,0.32157,25.292,1713.0,0.54233,33.897
17890,0.34818,27.277,2099.4,0.74461,37.351
17891,0.36395,28.071,2112.3,0.99454,39.37
17892,0.37453,28.787,2234.7,1.1671,40.716
17893,0.37553,28.791,2144.5,1.295,40.842
17894,0.36794,27.911,1668.0,1.3582,39.878
17895,0.35684,26.747,1262.2,1.3732,38.462
17896,0.28519,25.814,953.12,1.3757,29.075
17897,0.19313,24.83,560.28,1.3595,16.152
17898,0.11576,22.838,173.88,1.2103,3.5348
17899,0.10005,18.413,12.88,0.8417,-1.3703
17900,0.10005,16.485,0.0,0.75828,-1.6362
17901,0.10005,15.277,0.0,0.68475,-1.5517
17902,0.10005,14.315,0.0,0.62189,-1.4877
17903,0.10005,13.557,0.0,0.5488,-1.4391
17904,0.10005,13.019,0.0,0.54233,-1.4056
17905,0.10005,12.404,0.0,0.54233,-1.3682
17906,0.10005,11.538,0.0,0.68973,-1.3172
17907,0.10005,11.197,0.0,0.81484,-1.2977
17908,0.10005,10.565,19.32,0.85181,-0.68074
17909,0.11905,12.259,257.6,1.02,4.1561
17910,0.14146,15.137,708.4,1.0787,8.0816
17911,0.19821,18.113,1159.2,1.0317,16.904
17912,0.28835,20.668,1571.4,0.93786,29.502
17913,0.31813,23.209,1919.1,0.88723,33.443
17914,0.33846,25.176,2151.0,0.92315,36.095
17915,0.35095,26.511,2266.9,0.99626,37.705
17916,0.35841,27.232,2247.6,1.0563,38.661
17917,0.35764,27.052,1964.2,1.0898,38.562
17918,0.35309,26.451,1629.3,1.1146,37.979
17919,0.33223,25.204,1146.3,1.1268,35.287
17920,0.28091,24.295,940.24,1.1359,28.499
17921,0.18864,23.095,540.96,1.1642,15.484
17922,0.12286,21.446,212.52,1.1568,4.8596
17923,0.10005,18.805,19.32,1.0284,-1.1943
17924,0.10005,16.795,0.0,0.87948,-1.6585
17925,0.10005,14.913,0.0,0.69221,-1.5272
17926,0.10005,13.57,0.0,0.5672,-1.4399
17927,0.10005,12.722,0.0,0.54233,-1.3874
17928,0.10005,12.296,0.0,0.54233,-1.3617
17929,0.10005,12.063,0.0,0.54233,-1.3479
17930,0.10005,12.503,0.0,0.5732,-1.3741
17931,0.10005,13.337,0.0,0.93054,-1.4253
17932,0.10005,12.75,25.76,1.03,-0.60128
17933,0.1264,13.506,296.24,1.0756,5.499
17934,0.16009,16.435,753.48,1.0611,11.102
17935,0.29184,20.965,1197.8,0.94694,29.967
17936,0.31389,23.996,1603.6,0.5488,32.889
17937,0.32657,26.07,1899.8,0.54233,34.55
17938,0.33518,27.128,2002.8,0.56113,35.668
17939,0.33329,27.101,1912.7,0.54233,35.425
17940,0.33283,25.604,1597.1,0.68475,35.366
17941,0.19841,22.704,586.04,0.81694,16.932
17942,0.2972,21.808,1017.5,0.54233,30.681
17943,0.31027,22.535,1185.0,0.7093,32.412
17944,0.27883,21.765,940.24,0.76502,28.219
17945,0.19377,20.948,566.72,0.93054,16.247
17946,0.12448,19.169,218.96,0.95951,5.1505
17947,0.10005,15.831,19.32,0.71889,-0.98582
17948,0.10005,14.239,0.0,0.63818,-1.4828
17949,0.10005,13.435,0.0,0.59373,-1.4314
17950,0.10005,12.561,0.0,0.54233,-1.3776
17951,0.10005,11.856,0.0,0.54233,-1.3357
17952,0.10005,11.496,0.0,0.54233,-1.3148
17953,0.10005,11.351,0.0,0.55808,-1.3065
17954,0.10005,11.361,0.0,0.56113,-1.3071
17955,0.10005,11.231,0.0,0.54233,-1.2996
17956,0.10005,10.665,19.32,0.54233,-0.68585
17957,0.12109,12.669,212.52,0.54233,4.5331
17958,0.15164,15.925,553.84,0.54233,9.7525
17959,0.23772,19.264,1017.5,0.54233,22.569
17960,0.30041,21.695,1481.2,0.56113,31.108
17961,0.31053,23.527,1861.2,0.54233,32.447
17962,0.3272,24.858,2086.6,0.67721,34.633
17963,0.3386,25.545,2060.8,0.83353,36.113
17964,0.34845,26.428,2093.0,0.92869,37.384
17965,0.34517,25.924,1738.8,0.95593,36.963
17966,0.33481,24.784,1236.5,0.89873,35.621
17967,0.32416,24.017,1146.3,0.74231,34.235
17968,0.29707,23.269,1011.1,0.68725,30.664
17969,0.21414,22.771,656.88,0.83353,19.222
17970,0.1288,20.904,244.72,0.79356,5.9191
17971,0.10005,17.188,19.32,0.72599,-1.0774
17972,0.10005,15.857,0.0,0.74691,-1.5917
17973,0.10005,14.638,0.0,0.69713,-1.5089
17974,0.10005,13.866,0.0,0.62189,-1.4587
17975,0.10005,13.003,0.0,0.55191,-1.4046
17976,0.10005,12.301,0.0,0.54233,-1.362
17977,0.10005,11.548,0.0,0.54233,-1.3178
17978,0.10005,10.762,0.0,0.54233,-1.2732
17979,0.10005,9.849,0.0,0.54233,-1.2232
17980,0.10005,9.1247,19.32,0.54253,-0.60967
17981,0.11725,11.874,270.48,0.73303,3.8179
17982,0.14102,15.113,721.28,0.64882,8.0133
17983,0.22685,18.988,1172.1,0.54233,21.037
17984,0.30104,21.749,1571.4,0.92315,31.192
17985,0.32666,23.953,1906.2,1.0803,34.563
17986,0.34514,25.617,2157.4,1.1359,36.956
17987,0.3529,26.359,2060.8,1.1524,37.958
17988,0.35812,26.923,1990.0,1.1686,38.624
17989,0.35784,26.847,1713.0,1.1918,38.589
17990,0.35357,26.423,1397.5,1.2131,38.041
17991,0.34482,25.588,1197.8,1.1846,36.917
17992,0.30465,24.678,1036.8,1.1253,31.671
17993,0.20426,23.348,611.8,1.0167,17.789
17994,0.12406,21.227,218.96,0.83762,5.0767
17995,0.10005,17.864,19.32,0.81903,-1.1252
17996,0.10005,16.576,0.0,0.9859,-1.6427
17997,0.10005,15.337,0.0,1.02,-1.5558
17998,0.10005,13.866,0.0,0.8598,-1.4587
17999,0.10005,12.573,0.0,0.65929,-1.3784
18000,0.10005,11.508,0.0,0.54233,-1.3155
18001,0.10005,11.053,0.0,0.54233,-1.2896
18002,0.10005,10.568,0.0,0.54233,-1.2624
18003,0.10005,9.7781,0.0,0.54233,-1.2195
18004,0.10005,9.132,19.32,0.54233,-0.61002
18005,0.11505,11.33,283.36,0.5672,3.3987
18006,0.136,14.646,734.16,0.67973,7.1678
18007,0.22496,18.932,1197.8,0.66959,20.769
18008,0.30915,22.44,1616.4,0.73769,32.264
18009,0.33489,25.107,1970.6,0.82112,35.631
18010,0.35328,26.997,2208.9,0.93604,38.004
18011,0.36783,28.385,2337.7,1.0367,39.864
18012,0.37535,29.057,2318.4,1.096,40.818
18013,0.37779,29.293,2208.9,1.1085,41.128
18014,0.37467,28.989,1951.3,1.0945,40.735
18015,0.36356,27.916,1500.5,1.0284,39.319
18016,0.33538,26.574,1152.8,0.8853,35.693
18017,0.22663,24.925,708.4,0.64086,21.006
18018,0.1321,22.377,264.04,0.54233,6.4947
18019,0.10005,18.559,19.32,0.54233,-1.176
18020,0.10005,16.722,0.0,0.6355,-1.6532
18021,0.10005,15.09,0.0,0.69468,-1.5391
18022,0.10005,14.293,0.0,0.78489,-1.4863
18023,0.10005,13.779,0.0,0.91196,-1.4532
18024,0.10005,14.033,0.0,1.1069,-1.4694
18025,0.10005,14.065,0.0,1.3186,-1.4715
18026,0.10005,12.815,0.0,1.3121,-1.3931
18027,0.10005,11.356,0.0,1.2479,-1.3068
18028,0.10005,10.303,25.76,1.2004,-0.47404
18029,0.11646,11.681,283.36,1.2272,3.6728
18030,0.1403,15.037,779.24,1.1479,7.8909
18031,0.2176,18.719,1242.9,1.0851,19.722
18032,0.29633,21.348,1655.1,0.9859,30.566
18033,0.32294,23.63,2002.8,0.96129,34.079
18034,0.34191,25.317,2234.7,1.0498,36.539
18035,0.35458,26.524,2369.9,1.1612,38.171
18036,0.36114,27.185,2337.7,1.2244,39.012
18037,0.36437,27.523,2215.4,1.252,39.422
18038,0.36196,27.269,1964.2,1.2383,39.115
18039,0.3527,26.338,1597.1,1.2046,37.93
18040,0.32236,24.948,1107.7,1.1627,34.0
18041,0.20879,24.161,631.12,1.0819,18.449
18042,0.12636,21.327,231.84,0.76053,5.4888
18043,0.10005,17.116,19.32,0.65669,-1.0724
18044,0.10005,15.96,0.0,0.69713,-1.5989
18045,0.10005,15.48,0.0,0.70446,-1.5656
18046,0.10005,14.824,0.0,0.62737,-1.5212
18047,0.10005,13.992,0.0,0.54233,-1.4668
18048,0.10005,12.987,0.0,0.54233,-1.4036
18049,0.10005,12.238,0.0,0.54233,-1.3583
18050,0.10005,11.688,0.0,0.54233,-1.3259
18051,0.10005,11.247,0.0,0.54233,-1.3005
18052,0.10005,10.881,19.32,0.54253,-0.69697
18053,0.12916,13.885,283.36,0.61358,5.9863
18054,0.18418,17.603,747.04,0.57914,14.816
18055,0.29796,21.488,1217.2,0.54253,30.784
18056,0.32688,24.482,1629.3,0.72835,34.59
18057,0.34604,26.688,1990.0,0.79786,37.073
18058,0.35756,28.198,2228.2,0.78924,38.552
18059,0.36245,29.143,2344.2,0.73769,39.178
18060,0.35851,29.342,2234.7,0.65407,38.674
18061,0.35308,29.319,2144.5,0.59084,37.979
18062,0.34274,27.971,1687.3,0.58209,36.648
18063,0.30763,26.181,1043.3,0.65145,32.063
18064,0.2284,25.708,714.84,0.71889,21.257
18065,0.1599,24.609,405.72,0.69468,11.075
18066,0.10949,22.516,135.24,0.59947,2.2918
18067,0.10005,20.543,19.32,0.70689,-1.3303
18068,0.10005,19.853,0.0,0.82528,-1.8964
18069,0.10005,18.741,0.0,0.75147,-1.8062
18070,0.10005,16.082,0.0,0.54233,-1.6075
18071,0.10005,14.677,0.0,0.54233,-1.5115
18072,0.10005,13.831,0.0,0.54233,-1.4565
18073,0.10005,13.214,0.0,0.54253,-1.4177
18074,0.10005,12.475,0.0,0.56418,-1.3725
18075,0.10005,11.579,0.0,0.57021,-1.3196
18076,0.10005,10.834,19.32,0.54233,-0.69456
18077,0.12252,12.919,231.84,0.57618,4.7952
18078,0.15322,16.03,689.08,0.54233,10.009
18079,0.24717,19.486,1120.6,0.54233,23.888
18080,0.30563,22.302,1500.5,0.58502,31.8
18081,0.3293,24.627,1867.6,0.76278,34.903
18082,0.34773,26.38,2157.4,0.91757,37.293
18083,0.3579,27.286,2183.2,1.0167,38.596
18084,0.36413,27.881,2163.8,1.0627,39.391
18085,0.36209,27.642,1957.8,1.0644,39.132
18086,0.35187,26.695,1622.9,0.97367,37.823
18087,0.32019,24.42,1101.2,0.7093,33.718
18088,0.15476,22.477,379.96,0.54233,10.257
18089,0.16135,21.901,412.16,0.62463,11.301
18090,0.11864,20.231,186.76,0.54233,4.0812
18091,0.10005,17.471,19.32,0.54233,-1.0972
18092,0.10005,15.331,0.0,0.54233,-1.5555
18093,0.10005,13.625,0.0,0.54233,-1.4434
18094,0.10005,13.099,0.0,0.67468,-1.4105
18095,0.10005,12.489,0.0,0.85381,-1.3733
18096,0.10005,11.718,0.0,0.95235,-1.3276
18097,0.10005,10.613,0.0,0.95055,-1.2649
18098,0.10005,9.5406,0.0,0.88723,-1.2068
18099,0.10005,8.5939,0.0,0.8064,-1.1578
18100,0.10005,7.7775,19.32,0.71171,-0.5475
18101,0.11183,10.293,244.72,0.75828,2.7652
18102,0.12722,13.634,682.64,0.54233,5.6419
18103,0.18422,17.598,1094.8,0.74,14.82
18104,0.27582,20.067,1455.4,0.97367,27.816
18105,0.30572,22.148,1751.7,1.096,31.812
18106,0.33166,24.392,2176.7,1.1773,35.211
18107,0.34644,25.739,2260.4,1.2383,37.124
18108,0.35583,26.647,2247.6,1.2804,38.333
18109,0.35823,26.887,2060.8,1.3225,38.639
18110,0.35037,26.113,1577.8,1.3081,37.631
18111,0.29552,25.009,998.2,1.2258,30.457
18112,0.19158,23.938,553.84,1.0627,15.922
18113,0.13828,21.879,296.24,0.84778,7.5542
18114,0.10005,19.233,38.64,0.73303,-0.60848
18115,0.10005,16.976,6.44,0.66703,-1.4687
18116,0.10005,15.806,0.0,0.76278,-1.5882
18117,0.10005,15.059,0.0,0.85781,-1.537
18118,0.10005,14.071,0.0,0.83967,-1.4719
18119,0.10005,12.868,0.0,0.69221,-1.3963
18120,0.10005,12.033,0.0,0.59373,-1.3461
18121,0.10005,11.648,0.0,0.55808,-1.3236
18122,0.10005,11.414,0.0,0.5672,-1.3101
18123,0.10005,11.246,0.0,0.59084,-1.3005
18124,0.10005,11.119,19.32,0.59947,-0.70935
18125,0.1241,13.625,212.52,0.72126,5.0815
18126,0.16495,16.705,663.32,0.98936,11.868
18127,0.26774,19.907,1152.8,1.11,26.717
18128,0.311,22.598,1500.5,1.0514,32.508
18129,0.3324,24.458,1616.4,0.93421,35.308
18130,0.34457,26.157,1848.3,0.87166,36.885
18131,0.35478,27.509,2009.3,0.85581,38.197
18132,0.35918,28.212,2041.5,0.8232,38.76
18133,0.35817,28.525,2086.6,0.74919,38.631
18134,0.34652,27.56,1758.1,0.67468,37.133
18135,0.32954,25.743,1275.1,0.61078,34.936
18136,0.28714,24.337,966.0,0.54253,29.338
18137,0.20284,23.384,605.36,0.54233,17.582
18138,0.12623,21.961,231.84,0.54233,5.4644
18139,0.10005,18.862,19.32,0.54233,-1.1987
18140,0.10005,17.699,0.0,0.54233,-1.7256
18141,0.10005,16.393,0.0,0.54233,-1.6296
18142,0.10005,18.083,0.0,0.85781,-1.7549
18143,0.10005,17.709,0.0,1.1464,-1.7263
18144,0.10005,17.366,0.0,1.2075,-1.7005
18145,0.10005,15.865,0.0,1.0644,-1.5923
18146,0.10005,14.408,0.0,1.0183,-1.4938
18147,0.10005,13.457,0.0,0.97015,-1.4328
18148,0.10005,12.622,19.32,0.87948,-0.79098
18149,0.12959,14.554,244.72,0.90253,6.0573
18150,0.19271,17.919,695.52,0.98416,16.091
18151,0.2956,21.286,1146.3,1.1434,30.469
18152,0.32419,23.737,1539.2,1.1568,34.241
18153,0.34564,25.664,1835.4,1.1284,37.021
18154,0.36015,27.397,2131.6,1.0708,38.884
18155,0.36817,28.491,2241.1,1.015,39.907
18156,0.36782,28.585,1970.6,0.97543,39.862
18157,0.36545,28.428,1738.8,0.94332,39.561
18158,0.36312,28.333,1642.2,0.89873,39.265
18159,0.35236,27.155,1217.2,0.87166,37.886
18160,0.27946,26.572,927.36,0.8697,28.304
18161,0.20917,25.734,631.12,0.85181,18.504
18162,0.13182,23.677,264.04,0.64882,6.4466
18163,0.10005,19.842,19.32,0.54233,-1.2742
18164,0.10005,18.492,0.0,0.54233,-1.7865
18165,0.10005,17.391,0.0,0.54233,-1.7024
18166,0.10005,16.293,0.0,0.54233,-1.6224
18167,0.10005,15.968,0.0,0.54233,-1.5995
18168,0.10005,15.554,0.0,0.67214,-1.5707
18169,0.10005,14.646,0.0,0.72126,-1.5095
18170,0.10005,14.016,0.0,0.72835,-1.4684
18171,0.10005,13.558,0.0,0.74461,-1.4392
18172,0.10005,13.469,19.32,0.77832,-0.8396
18173,0.13758,16.637,289.8,0.93054,7.4348
18174,0.23024,20.073,734.16,1.0416,21.518
18175,0.32471,23.781,1185.0,0.98068,34.307
18176,0.34779,26.48,1597.1,0.893,37.3
18177,0.35721,28.374,1938.4,0.75375,38.508
18178,0.35993,29.905,2176.7,0.61913,38.855
18179,0.3584,30.786,2228.2,0.54253,38.66
18180,0.36236,30.937,2144.5,0.5672,39.167
18181,0.37036,31.146,2151.0,0.63009,40.185
18182,0.37056,30.524,1874.0,0.69221,40.211
18183,0.36927,29.776,1610.0,0.76725,40.047
18184,0.34398,28.498,1178.5,0.80852,36.808
18185,0.23509,27.621,740.6,0.79786,22.201
18186,0.1363,25.661,289.8,0.61636,7.2147
18187,0.10005,22.329,19.32,0.56113,-1.4817
18188,0.10005,21.067,0.0,0.54233,-2.0
18189,0.10005,19.592,0.0,0.54233,-1.8748
18190,0.10005,18.408,0.0,0.59084,-1.78
18191,0.10005,17.862,0.0,0.7093,-1.7379
18192,0.10005,17.247,0.0,0.8232,-1.6917
18193,0.10005,17.525,0.0,1.0031,-1.7125
18194,0.10005,17.627,0.0,1.1253,-1.7201
18195,0.10005,17.287,0.0,1.1831,-1.6946
18196,0.10005,16.97,19.32,1.2313,-1.0623
18197,0.1375,18.162,289.8,1.2696,7.4188
18198,0.23366,21.023,747.04,1.2424,22.0
18199,0.33395,24.596,1204.3,1.2383,35.509
18200,0.36075,27.254,1616.4,1.1583,38.963
18201,0.3763,29.26,1957.8,1.0627,40.94
18202,0.38743,30.733,2202.5,0.98763,42.345
18203,0.39437,31.696,2312.0,0.95414,43.218
18204,0.39662,32.233,2305.5,0.97015,43.502
18205,0.39708,32.359,2202.5,1.0133,43.56
18206,0.39558,31.974,1970.6,1.0611,43.371
18207,0.39054,30.946,1622.9,1.0819,42.736
18208,0.35519,29.644,1217.2,1.0819,38.248
18209,0.24001,28.602,759.92,1.0579,22.891
18210,0.13859,26.603,302.68,0.93604,7.6025
18211,0.10005,22.565,25.76,0.80852,-1.2918
18212,0.10005,20.475,0.0,0.75375,-1.9487
18213,0.10005,18.88,0.0,0.68725,-1.8172
18214,0.10005,17.378,0.0,0.61358,-1.7014
18215,0.10005,16.622,0.0,0.58502,-1.646
18216,0.10005,16.51,0.0,0.57021,-1.6379
18217,0.10005,16.228,0.0,0.54233,-1.6178
18218,0.10005,15.241,0.0,0.54233,-1.5493
18219,0.10005,13.999,0.0,0.54233,-1.4672
18220,0.10005,13.647,19.32,0.54233,-0.85005
18221,0.13638,16.758,283.36,0.85381,7.2325
18222,0.23151,19.772,740.6,0.91943,21.697
18223,0.3194,23.319,1191.4,0.99626,33.611
18224,0.34859,26.125,1603.6,1.03,37.403
18225,0.36853,28.342,1938.4,1.0787,39.953
18226,0.38464,30.0,2183.2,1.1223,41.993
18227,0.39111,31.053,2286.2,1.1553,42.811
18228,0.39382,31.582,2279.8,1.1817,43.151
18229,0.3942,31.658,2170.3,1.2103,43.196
18230,0.39147,31.116,1848.3,1.241,42.854
18231,0.38453,29.983,1455.4,1.2561,41.978
18232,0.31323,28.928,1056.2,1.2383,32.8
18233,0.18905,27.914,540.96,1.1932,15.545
18234,0.11817,25.805,193.2,1.0317,3.9931
18235,0.10005,21.926,12.88,0.83967,-1.6565
18236,0.10005,19.924,0.0,0.74231,-1.9023
18237,0.10005,18.847,0.0,0.5732,-1.8146
18238,0.10005,18.312,0.0,0.54233,-1.7725
18239,0.10005,17.944,0.0,0.54233,-1.7441
18240,0.10005,17.544,0.0,0.54233,-1.7138
18241,0.10005,17.118,0.0,0.54233,-1.6821
18242,0.10005,16.131,0.0,0.54233,-1.6109
18243,0.10005,14.892,0.0,0.54233,-1.5258
18244,0.10005,13.984,19.32,0.54233,-0.87011
18245,0.13408,15.958,270.48,0.69221,6.8391
18246,0.21982,18.791,695.52,0.67973,20.039
18247,0.30433,22.029,1127.0,0.72126,31.627
18248,0.33277,24.685,1545.6,0.85381,35.358
18249,0.35185,26.739,1899.8,0.95951,37.821
18250,0.36511,28.176,2138.1,1.0031,39.517
18251,0.36921,28.778,2125.2,0.96662,40.04
18252,0.37056,29.182,2144.5,0.90442,40.21
18253,0.3629,28.282,1519.8,0.90442,39.236
18254,0.36365,28.25,1365.3,0.93421,39.331
18255,0.33507,27.841,1146.3,0.96307,35.656
18256,0.23801,27.253,753.48,1.0065,22.611
18257,0.17625,26.519,483.0,1.0416,13.613
18258,0.11967,24.735,199.64,0.94513,4.2731
18259,0.10005,21.402,19.32,0.78707,-1.4016
18260,0.10005,20.19,0.0,0.86179,-1.9246
18261,0.10005,18.808,0.0,0.83147,-1.8115
18262,0.10005,17.074,0.0,0.7093,-1.6789
18263,0.10005,15.511,0.0,0.60232,-1.5678
18264,0.10005,14.604,0.0,0.54233,-1.5067
18265,0.10005,14.372,0.0,0.54233,-1.4914
18266,0.10005,14.008,0.0,0.54233,-1.4678
18267,0.10005,13.635,0.0,0.54233,-1.444
18268,0.10005,13.38,12.88,0.55808,-1.0322
18269,0.11243,14.38,141.68,0.63009,2.8856
18270,0.15367,16.058,457.24,0.56418,10.08
18271,0.22667,18.978,830.76,0.65669,21.013
18272,0.30332,21.943,1152.8,0.81484,31.494
18273,0.32269,23.608,1146.3,0.94332,34.047
18274,0.34654,25.915,1738.8,1.015,37.139
18275,0.35323,26.664,1938.4,1.0383,37.998
18276,0.35446,26.822,2002.8,1.035,38.156
18277,0.3498,26.339,1796.8,1.0065,37.557
18278,0.34417,25.809,1668.0,0.95235,36.833
18279,0.33427,24.725,1307.3,0.89491,35.55
18280,0.28196,23.682,946.68,0.83762,28.642
18281,0.20125,22.732,598.92,0.8064,17.349
18282,0.1173,21.212,180.32,0.69959,3.829
18283,0.10005,18.561,19.32,0.59947,-1.1761
18284,0.10005,17.651,0.0,0.66188,-1.7219
18285,0.10005,16.861,0.0,0.68225,-1.6633
18286,0.10005,15.905,0.0,0.63009,-1.5951
18287,0.10005,14.859,0.0,0.555,-1.5236
18288,0.10005,14.122,0.0,0.54233,-1.4752
18289,0.10005,13.62,0.0,0.54233,-1.4431
18290,0.10005,13.045,0.0,0.54233,-1.4072
18291,0.10005,12.377,0.0,0.58209,-1.3666
18292,0.10005,11.794,19.32,0.57914,-0.74532
18293,0.12679,13.57,257.6,0.58794,5.5635
18294,0.15986,16.434,695.52,0.61913,11.067
18295,0.25399,19.629,1146.3,0.74231,24.831
18296,0.30646,22.211,1513.4,0.82112,31.91
18297,0.32822,24.089,1809.6,0.87558,34.764
18298,0.34197,25.603,2131.6,0.93054,36.548
18299,0.34747,26.109,2112.3,0.98763,37.257
18300,0.35077,26.349,2112.3,1.0449,37.682
18301,0.34589,25.689,1783.9,1.1038,37.056
18302,0.34079,25.216,1603.6,1.1524,36.396
18303,0.285,23.62,959.56,1.1831,29.05
18304,0.24636,22.648,798.56,1.1903,23.776
18305,0.18149,21.631,508.76,1.1759,14.41
18306,0.11863,20.274,186.76,1.1192,4.0794
18307,0.10005,17.507,19.32,0.9157,-1.0998
18308,0.10005,15.912,0.0,0.86378,-1.5956
18309,0.10005,14.78,0.0,0.78924,-1.5184
18310,0.10005,13.846,0.0,0.70446,-1.4574
18311,0.10005,13.01,0.0,0.59661,-1.405
18312,0.10005,12.322,0.0,0.54233,-1.3633
18313,0.10005,11.787,0.0,0.54233,-1.3317
18314,0.10005,11.327,0.0,0.54233,-1.3051
18315,0.10005,10.793,0.0,0.54233,-1.2749
18316,0.10005,10.537,19.32,0.54233,-0.67929
18317,0.12541,13.369,251.16,0.68725,5.3175
18318,0.16779,16.861,689.08,0.64086,12.31
18319,0.28242,20.194,1133.4,0.75375,28.704
18320,0.31244,22.722,1558.5,0.86179,32.698
18321,0.33327,24.572,1906.2,0.90063,35.42
18322,0.34059,25.396,1912.7,0.93969,36.371
18323,0.35144,26.63,2163.8,0.97718,37.768
18324,0.34978,26.354,1829.0,1.0014,37.556
18325,0.35145,26.498,1777.4,1.0217,37.771
18326,0.35017,26.322,1700.2,1.0284,37.606
18327,0.34611,25.87,1519.8,1.0116,37.083
18328,0.32992,24.559,1139.9,0.97893,34.985
18329,0.22745,23.29,714.84,0.93604,21.123
18330,0.13348,21.531,270.48,0.77391,6.7305
18331,0.10005,18.117,19.32,0.62463,-1.1435
18332,0.10005,17.1,0.0,0.66446,-1.6808
18333,0.10005,16.06,0.0,0.59947,-1.606
18334,0.10005,14.745,0.0,0.54233,-1.516
18335,0.10005,13.9,0.0,0.54233,-1.4609
18336,0.10005,13.376,0.0,0.54233,-1.4277
18337,0.10005,12.966,0.0,0.54233,-1.4023
18338,0.10005,12.289,0.0,0.54233,-1.3613
18339,0.10005,11.531,0.0,0.54233,-1.3168
18340,0.10005,11.193,19.32,0.57914,-0.71326
18341,0.12295,14.103,206.08,0.8064,4.8755
18342,0.18077,17.454,605.36,0.82112,14.3
18343,0.29002,20.809,1062.6,0.76053,29.723
18344,0.32237,23.578,1487.6,0.83967,34.001
18345,0.34124,25.674,1854.7,0.8853,36.454
18346,0.35519,27.328,2131.6,0.91008,38.249
18347,0.36566,28.48,2260.4,0.93604,39.587
18348,0.37194,29.125,2260.4,0.95772,40.387
18349,0.37432,29.317,2151.0,0.97893,40.689
18350,0.37238,28.982,1919.1,1.0116,40.442
18351,0.36546,28.103,1590.7,1.04,39.562
18352,0.32898,26.682,1127.0,1.0065,34.866
18353,0.22086,25.392,682.64,0.92869,20.185
18354,0.12603,22.799,231.84,0.64086,5.4296
18355,0.10005,19.451,19.32,0.58794,-1.2436
18356,0.10005,18.254,0.0,0.54233,-1.768
18357,0.10005,17.169,0.0,0.54233,-1.6859
18358,0.10005,15.946,0.0,0.54233,-1.5979
18359,0.10005,15.381,0.0,0.54233,-1.5589
18360,0.10005,14.995,0.0,0.64352,-1.5327
18361,0.10005,14.274,0.0,0.76725,-1.485
18362,0.10005,14.319,0.0,0.88143,-1.488
18363,0.10005,14.454,0.0,0.95951,-1.4968
18364,0.10005,14.426,19.32,0.98242,-0.89686
18365,0.12596,16.789,225.4,1.1344,5.419
18366,0.20735,19.771,631.12,1.1553,18.239
18367,0.30163,23.165,1030.4,1.1268,31.271
18368,0.34626,25.722,1519.8,1.1268,37.101
18369,0.36176,27.538,1867.6,1.0882,39.089
18370,0.37135,28.725,2015.7,1.0563,40.311
18371,0.37973,29.704,2163.8,1.0416,41.374
18372,0.38288,30.026,2086.6,1.0482,41.77
18373,0.37943,29.581,1725.9,1.0708,41.336
18374,0.37643,29.275,1693.7,1.0627,40.957
18375,0.36492,28.075,1352.4,1.0284,39.494
18376,0.26095,26.933,850.08,0.97367,25.788
18377,0.17767,25.837,489.44,0.86575,13.829
18378,0.1156,23.36,173.88,0.5488,3.505
18379,0.10005,20.634,19.32,0.54233,-1.3377
18380,0.10005,19.206,0.0,0.54233,-1.8433
18381,0.10005,18.147,0.0,0.54233,-1.7598
18382,0.10005,17.135,0.0,0.54233,-1.6834
18383,0.10005,16.068,0.0,0.54233,-1.6065
18384,0.10005,15.366,0.0,0.54233,-1.5578
18385,0.10005,15.063,0.0,0.6355,-1.5373
18386,0.10005,15.372,0.0,0.7717,-1.5583
18387,0.10005,15.078,0.0,0.64086,-1.5383
18388,0.10005,14.123,12.88,0.54253,-1.0773
18389,0.11009,16.217,128.8,0.70203,2.4157
18390,0.16251,18.555,418.6,0.66188,11.483
18391,0.23077,21.066,734.16,0.54233,21.593
18392,0.31518,23.997,1139.9,0.5672,33.058
18393,0.34493,26.878,1616.4,0.74,36.931
18394,0.3671,29.054,2054.4,0.84576,39.771
18395,0.37672,30.02,2138.1,0.87753,40.994
18396,0.375,29.842,1925.6,0.87362,40.777
18397,0.36482,28.751,1571.4,0.85181,39.48
18398,0.31471,26.947,1069.0,0.88723,32.999
18399,0.15717,25.308,392.84,0.99282,10.639
18400,0.11435,23.874,167.44,0.90253,3.2624
18401,0.13325,22.747,270.48,0.60515,6.6916
18402,0.10148,21.551,77.28,0.54233,0.46988
18403,0.10005,19.966,12.88,0.54233,-1.4912
18404,0.10005,18.553,0.0,0.54233,-1.7913
18405,0.10005,17.629,0.0,0.58502,-1.7202
18406,0.10005,16.971,0.0,0.60232,-1.6714
